date,PHU,ageGrp,population,doses
2021-07-28,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,20038,67
2021-07-28,NORTHWESTERN,50-59yrs,11842,39
2021-07-28,PEEL REGION,50-59yrs,217659,950
2021-07-28,PETERBOROUGH COUNTY-CITY,50-59yrs,20821,93
2021-07-28,PORCUPINE,50-59yrs,11988,50
2021-07-28,RENFREW COUNTY AND DISTRICT,50-59yrs,15489,109
2021-07-28,SIMCOE MUSKOKA DISTRICT,50-59yrs,92219,744
2021-07-28,SOUTHWESTERN,50-59yrs,29933,288
2021-07-28,SUDBURY AND DISTRICT,50-59yrs,28981,305
2021-07-28,THUNDER BAY DISTRICT,50-59yrs,20955,157
2021-07-28,TIMISKAMING,50-59yrs,4828,41
2021-07-28,TORONTO,50-59yrs,394894,1689
2021-07-28,WATERLOO REGION,50-59yrs,78016,667
2021-07-28,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,44023,448
2021-07-28,WINDSOR-ESSEX COUNTY,50-59yrs,60800,361
2021-07-28,YORK REGION,50-59yrs,180487,808
2021-07-28,ALGOMA DISTRICT,60-69yrs,18604,161
2021-07-28,BRANT COUNTY,60-69yrs,19812,150
2021-07-28,CHATHAM-KENT,60-69yrs,15770,56
2021-07-28,CITY OF HAMILTON,60-69yrs,72258,343
2021-07-28,CITY OF OTTAWA,60-69yrs,118913,370
2021-07-28,DURHAM REGION,60-69yrs,83972,451
2021-07-28,EASTERN ONTARIO,60-69yrs,31360,363
2021-07-28,GREY BRUCE,60-69yrs,27440,102
2021-07-28,HALDIMAND-NORFOLK,60-69yrs,18117,101
2021-07-28,HALIBURTON KAWARTHA PINE RIDGE,60-69yrs,32828,261
2021-07-28,HALTON REGION,60-69yrs,64619,484
2021-07-28,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,26203,296
2021-07-28,HURON PERTH,60-69yrs,19835,204
2021-07-28,KINGSTON FRONTENAC LENNOX & ADDINGTON,60-69yrs,28261,160
2021-07-28,LAMBTON COUNTY,60-69yrs,20502,186
2021-07-28,LEEDS GRENVILLE AND LANARK DISTRICT,60-69yrs,28428,196
2021-07-28,MIDDLESEX-LONDON,60-69yrs,60813,365
2021-07-28,NIAGARA REGION,60-69yrs,66878,280
2021-07-28,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,20502,112
2021-07-28,NORTHWESTERN,60-69yrs,11530,32
2021-07-28,PEEL REGION,60-69yrs,167934,702
2021-07-28,PETERBOROUGH COUNTY-CITY,60-69yrs,22051,110
2021-07-28,PORCUPINE,60-69yrs,12077,42
2021-07-28,RENFREW COUNTY AND DISTRICT,60-69yrs,15644,62
2021-07-28,SIMCOE MUSKOKA DISTRICT,60-69yrs,79793,693
2021-07-28,SOUTHWESTERN,60-69yrs,27383,221
2021-07-28,SUDBURY AND DISTRICT,60-69yrs,28512,162
2021-07-28,THUNDER BAY DISTRICT,60-69yrs,22248,93
2021-07-28,TIMISKAMING,60-69yrs,5410,27
2021-07-28,TORONTO,60-69yrs,327676,1395
2021-07-28,WATERLOO REGION,60-69yrs,64550,436
2021-07-28,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,37194,241
2021-07-28,WINDSOR-ESSEX COUNTY,60-69yrs,54082,233
2021-07-28,YORK REGION,60-69yrs,143847,648
2021-07-28,ALGOMA DISTRICT,70-79yrs,12699,45
2021-07-28,BRANT COUNTY,70-79yrs,12716,61
2021-07-28,CHATHAM-KENT,70-79yrs,10558,20
2021-07-28,CITY OF HAMILTON,70-79yrs,45295,211
2021-07-28,CITY OF OTTAWA,70-79yrs,75781,247
2021-07-28,DURHAM REGION,70-79yrs,50080,160
2021-07-28,EASTERN ONTARIO,70-79yrs,20776,162
2021-07-28,GREY BRUCE,70-79yrs,19403,35
2021-07-28,HALDIMAND-NORFOLK,70-79yrs,11809,64
2021-07-28,HALIBURTON KAWARTHA PINE RIDGE,70-79yrs,24747,171
2021-07-28,HALTON REGION,70-79yrs,43839,282
2021-07-28,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18608,151
2021-07-28,HURON PERTH,70-79yrs,13697,54
2021-07-28,KINGSTON FRONTENAC LENNOX & ADDINGTON,70-79yrs,19981,115
2021-07-28,LAMBTON COUNTY,70-79yrs,13758,81
2021-07-28,LEEDS GRENVILLE AND LANARK DISTRICT,70-79yrs,20048,112
2021-07-28,MIDDLESEX-LONDON,70-79yrs,40094,256
2021-07-28,NIAGARA REGION,70-79yrs,48175,221
2021-07-28,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,14235,67
2021-07-28,NORTHWESTERN,70-79yrs,6718,6
2021-07-28,PEEL REGION,70-79yrs,102369,289
2021-07-28,PETERBOROUGH COUNTY-CITY,70-79yrs,15695,68
2021-07-28,PORCUPINE,70-79yrs,6754,7
2021-07-28,RENFREW COUNTY AND DISTRICT,70-79yrs,10814,41
2021-07-28,SIMCOE MUSKOKA DISTRICT,70-79yrs,54104,310
2021-07-28,SOUTHWESTERN,70-79yrs,18637,142
2021-07-28,SUDBURY AND DISTRICT,70-79yrs,18552,84
2021-07-28,THUNDER BAY DISTRICT,70-79yrs,13660,40
2021-07-28,TIMISKAMING,70-79yrs,3541,4
2021-07-28,TORONTO,70-79yrs,202795,973
2021-07-28,WATERLOO REGION,70-79yrs,40380,252
2021-07-28,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23504,108
2021-07-28,WINDSOR-ESSEX COUNTY,70-79yrs,35970,93
2021-07-28,YORK REGION,70-79yrs,90111,318
2021-07-28,ALGOMA DISTRICT,80+,7929,13
2021-07-28,BRANT COUNTY,80+,7044,21
2021-07-28,CHATHAM-KENT,80+,6269,10
2021-07-28,CITY OF HAMILTON,80+,28319,48
2021-07-28,CITY OF OTTAWA,80+,42388,91
2021-07-28,DURHAM REGION,80+,26420,38
2021-07-28,EASTERN ONTARIO,80+,11219,37
2021-07-28,GREY BRUCE,80+,11147,7
2021-07-28,HALDIMAND-NORFOLK,80+,6382,4
2021-07-28,HALIBURTON KAWARTHA PINE RIDGE,80+,14112,41
2021-07-28,HALTON REGION,80+,25542,61
2021-07-28,HASTINGS & PRINCE EDWARD COUNTIES,80+,10614,54
2021-07-28,HURON PERTH,80+,8279,23
2021-07-28,KINGSTON FRONTENAC LENNOX & ADDINGTON,80+,11314,32
2021-07-28,LAMBTON COUNTY,80+,8068,30
2021-07-28,LEEDS GRENVILLE AND LANARK DISTRICT,80+,10669,98
2021-07-28,MIDDLESEX-LONDON,80+,23219,63
2021-07-28,NIAGARA REGION,80+,29120,90
2021-07-28,NORTH BAY PARRY SOUND DISTRICT,80+,7885,23
2021-07-28,NORTHWESTERN,80+,3618,3
2021-07-28,PEEL REGION,80+,50535,96
2021-07-28,PETERBOROUGH COUNTY-CITY,80+,9476,26
2021-07-28,PORCUPINE,80+,3632,8
2021-07-28,RENFREW COUNTY AND DISTRICT,80+,6453,5
2021-07-28,SIMCOE MUSKOKA DISTRICT,80+,30142,91
2021-07-28,SOUTHWESTERN,80+,10908,50
2021-07-28,SUDBURY AND DISTRICT,80+,10028,35
2021-07-28,THUNDER BAY DISTRICT,80+,7894,15
2021-07-28,TIMISKAMING,80+,1974,1
2021-07-28,TORONTO,80+,144579,365
2021-07-28,WATERLOO REGION,80+,22488,72
2021-07-28,WELLINGTON-DUFFERIN-GUELPH,80+,12749,12
2021-07-28,WINDSOR-ESSEX COUNTY,80+,20462,29
2021-07-28,YORK REGION,80+,48390,92
2021-07-29,ALGOMA DISTRICT,12-17yrs,6504,80
2021-07-29,BRANT COUNTY,12-17yrs,10734,267
2021-07-29,CHATHAM-KENT,12-17yrs,7233,234
2021-07-29,CITY OF HAMILTON,12-17yrs,37018,383
2021-07-29,CITY OF OTTAWA,12-17yrs,66222,771
2021-07-29,DURHAM REGION,12-17yrs,51038,1697
2021-07-29,EASTERN ONTARIO,12-17yrs,13423,284
2021-07-29,GREY BRUCE,12-17yrs,10179,123
2021-07-29,HALDIMAND-NORFOLK,12-17yrs,7138,89
2021-07-29,HALIBURTON KAWARTHA PINE RIDGE,12-17yrs,10093,158
2021-07-29,HALTON REGION,12-17yrs,49248,776
2021-07-29,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,9953,89
2021-07-29,HURON PERTH,12-17yrs,9790,454
2021-07-29,KINGSTON FRONTENAC LENNOX & ADDINGTON,12-17yrs,11803,323
2021-07-29,LAMBTON COUNTY,12-17yrs,8280,224
2021-07-29,LEEDS GRENVILLE AND LANARK DISTRICT,12-17yrs,10477,94
2021-07-29,MIDDLESEX-LONDON,12-17yrs,31735,752
2021-07-29,NIAGARA REGION,12-17yrs,28353,387
2021-07-29,NORTH BAY PARRY SOUND DISTRICT,12-17yrs,7244,86
2021-07-29,NORTHWESTERN,12-17yrs,6670,165
2021-07-29,PEEL REGION,12-17yrs,118974,845
2021-07-29,PETERBOROUGH COUNTY-CITY,12-17yrs,8041,128
2021-07-29,PORCUPINE,12-17yrs,5754,136
2021-07-29,RENFREW COUNTY AND DISTRICT,12-17yrs,6329,65
2021-07-29,SIMCOE MUSKOKA DISTRICT,12-17yrs,37614,752
2021-07-29,SOUTHWESTERN,12-17yrs,15337,268
2021-07-29,SUDBURY AND DISTRICT,12-17yrs,11889,222
2021-07-29,THUNDER BAY DISTRICT,12-17yrs,9043,255
2021-07-29,TIMISKAMING,12-17yrs,1897,10
2021-07-29,TORONTO,12-17yrs,162546,1600
2021-07-29,WATERLOO REGION,12-17yrs,40049,966
2021-07-29,WELLINGTON-DUFFERIN-GUELPH,12-17yrs,21168,462
2021-07-29,WINDSOR-ESSEX COUNTY,12-17yrs,29770,291
2021-07-29,YORK REGION,12-17yrs,89973,892
2021-07-29,ALGOMA DISTRICT,18-29yrs,15509,96
2021-07-29,BRANT COUNTY,18-29yrs,24059,86
2021-07-29,CHATHAM-KENT,18-29yrs,14984,335
2021-07-29,CITY OF HAMILTON,18-29yrs,100237,565
2021-07-29,CITY OF OTTAWA,18-29yrs,186587,1077
2021-07-29,DURHAM REGION,18-29yrs,114063,1227
2021-07-29,EASTERN ONTARIO,18-29yrs,27830,405
2021-07-29,GREY BRUCE,18-29yrs,22126,185
2021-07-29,HALDIMAND-NORFOLK,18-29yrs,15900,106
2021-07-29,HALIBURTON KAWARTHA PINE RIDGE,18-29yrs,22520,135
2021-07-29,HALTON REGION,18-29yrs,95648,958
2021-07-29,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,22375,200
2021-07-29,HURON PERTH,18-29yrs,20393,347
2021-07-29,KINGSTON FRONTENAC LENNOX & ADDINGTON,18-29yrs,34068,354
2021-07-29,LAMBTON COUNTY,18-29yrs,18558,294
2021-07-29,LEEDS GRENVILLE AND LANARK DISTRICT,18-29yrs,21695,106
2021-07-29,MIDDLESEX-LONDON,18-29yrs,88180,768
2021-07-29,NIAGARA REGION,18-29yrs,70592,533
2021-07-29,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,17552,76
2021-07-29,NORTHWESTERN,18-29yrs,13990,190
2021-07-29,PEEL REGION,18-29yrs,278974,1259
2021-07-29,PETERBOROUGH COUNTY-CITY,18-29yrs,21688,127
2021-07-29,PORCUPINE,18-29yrs,12232,149
2021-07-29,RENFREW COUNTY AND DISTRICT,18-29yrs,14861,127
2021-07-29,SIMCOE MUSKOKA DISTRICT,18-29yrs,87904,1001
2021-07-29,SOUTHWESTERN,18-29yrs,30393,289
2021-07-29,SUDBURY AND DISTRICT,18-29yrs,29436,282
2021-07-29,THUNDER BAY DISTRICT,18-29yrs,22251,214
2021-07-29,TIMISKAMING,18-29yrs,4360,32
2021-07-29,TORONTO,18-29yrs,585930,2499
2021-07-29,WATERLOO REGION,18-29yrs,99244,3772
2021-07-29,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,50230,350
2021-07-29,WINDSOR-ESSEX COUNTY,18-29yrs,72405,367
2021-07-29,YORK REGION,18-29yrs,198762,853
2021-07-29,ALGOMA DISTRICT,30-39yrs,12062,67
2021-07-29,BRANT COUNTY,30-39yrs,19698,205
2021-07-29,CHATHAM-KENT,30-39yrs,11594,323
2021-07-29,CITY OF HAMILTON,30-39yrs,84056,456
2021-07-29,CITY OF OTTAWA,30-39yrs,158259,841
2021-07-29,DURHAM REGION,30-39yrs,93632,972
2021-07-29,EASTERN ONTARIO,30-39yrs,21920,370
2021-07-29,GREY BRUCE,30-39yrs,17931,108
2021-07-29,HALDIMAND-NORFOLK,30-39yrs,11852,83
2021-07-29,HALIBURTON KAWARTHA PINE RIDGE,30-39yrs,17429,125
2021-07-29,HALTON REGION,30-39yrs,80648,785
2021-07-29,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,17863,175
2021-07-29,HURON PERTH,30-39yrs,14728,263
2021-07-29,KINGSTON FRONTENAC LENNOX & ADDINGTON,30-39yrs,29909,279
2021-07-29,LAMBTON COUNTY,30-39yrs,14493,187
2021-07-29,LEEDS GRENVILLE AND LANARK DISTRICT,30-39yrs,16449,85
2021-07-29,MIDDLESEX-LONDON,30-39yrs,73436,466
2021-07-29,NIAGARA REGION,30-39yrs,54175,394
2021-07-29,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,14543,95
2021-07-29,NORTHWESTERN,30-39yrs,9958,125
2021-07-29,PEEL REGION,30-39yrs,235513,550
2021-07-29,PETERBOROUGH COUNTY-CITY,30-39yrs,18338,124
2021-07-29,PORCUPINE,30-39yrs,9754,90
2021-07-29,RENFREW COUNTY AND DISTRICT,30-39yrs,13489,55
2021-07-29,SIMCOE MUSKOKA DISTRICT,30-39yrs,74380,838
2021-07-29,SOUTHWESTERN,30-39yrs,24409,273
2021-07-29,SUDBURY AND DISTRICT,30-39yrs,24368,191
2021-07-29,THUNDER BAY DISTRICT,30-39yrs,18511,141
2021-07-29,TIMISKAMING,30-39yrs,3297,20
2021-07-29,TORONTO,30-39yrs,528595,1951
2021-07-29,WATERLOO REGION,30-39yrs,84990,3109
2021-07-29,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,42188,167
2021-07-29,WINDSOR-ESSEX COUNTY,30-39yrs,48477,231
2021-07-29,YORK REGION,30-39yrs,155115,610
2021-07-29,ALGOMA DISTRICT,40-49yrs,11665,76
2021-07-29,BRANT COUNTY,40-49yrs,18896,20
2021-07-29,CHATHAM-KENT,40-49yrs,11350,298
2021-07-29,CITY OF HAMILTON,40-49yrs,71673,369
2021-07-29,CITY OF OTTAWA,40-49yrs,134815,633
2021-07-29,DURHAM REGION,40-49yrs,93719,925
2021-07-29,EASTERN ONTARIO,40-49yrs,23559,398
2021-07-29,GREY BRUCE,40-49yrs,16555,80
2021-07-29,HALDIMAND-NORFOLK,40-49yrs,11715,66
2021-07-29,HALIBURTON KAWARTHA PINE RIDGE,40-49yrs,17924,144
2021-07-29,HALTON REGION,40-49yrs,88209,976
2021-07-29,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,17924,189
2021-07-29,HURON PERTH,40-49yrs,14709,291
2021-07-29,KINGSTON FRONTENAC LENNOX & ADDINGTON,40-49yrs,24416,241
2021-07-29,LAMBTON COUNTY,40-49yrs,13713,175
2021-07-29,LEEDS GRENVILLE AND LANARK DISTRICT,40-49yrs,18360,102
2021-07-29,MIDDLESEX-LONDON,40-49yrs,59863,403
2021-07-29,NIAGARA REGION,40-49yrs,52093,345
2021-07-29,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,13844,140
2021-07-29,NORTHWESTERN,40-49yrs,9699,94
2021-07-29,PEEL REGION,40-49yrs,220945,768
2021-07-29,PETERBOROUGH COUNTY-CITY,40-49yrs,14923,102
2021-07-29,PORCUPINE,40-49yrs,9835,74
2021-07-29,RENFREW COUNTY AND DISTRICT,40-49yrs,11851,65
2021-07-29,SIMCOE MUSKOKA DISTRICT,40-49yrs,72346,769
2021-07-29,SOUTHWESTERN,40-49yrs,25213,266
2021-07-29,SUDBURY AND DISTRICT,40-49yrs,23893,219
2021-07-29,THUNDER BAY DISTRICT,40-49yrs,17224,110
2021-07-29,TIMISKAMING,40-49yrs,3499,12
2021-07-29,TORONTO,40-49yrs,423307,1550
2021-07-29,WATERLOO REGION,40-49yrs,76587,1876
2021-07-29,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,38968,148
2021-07-29,WINDSOR-ESSEX COUNTY,40-49yrs,50811,188
2021-07-29,YORK REGION,40-49yrs,162480,646
2021-07-29,ALGOMA DISTRICT,50-59yrs,16446,96
2021-07-29,BRANT COUNTY,50-59yrs,21321,5
2021-07-29,CHATHAM-KENT,50-59yrs,15450,272
2021-07-29,CITY OF HAMILTON,50-59yrs,80704,441
2021-07-29,CITY OF OTTAWA,50-59yrs,139786,512
2021-07-29,DURHAM REGION,50-59yrs,104381,828
2021-07-29,EASTERN ONTARIO,50-59yrs,32885,522
2021-07-29,GREY BRUCE,50-59yrs,24279,38
2021-07-29,HALDIMAND-NORFOLK,50-59yrs,17361,67
2021-07-29,HALIBURTON KAWARTHA PINE RIDGE,50-59yrs,30845,144
2021-07-29,HALTON REGION,50-59yrs,85689,829
2021-07-29,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,26066,242
2021-07-29,HURON PERTH,50-59yrs,19413,267
2021-07-29,KINGSTON FRONTENAC LENNOX & ADDINGTON,50-59yrs,29814,250
2021-07-29,LAMBTON COUNTY,50-59yrs,18136,277
2021-07-29,LEEDS GRENVILLE AND LANARK DISTRICT,50-59yrs,28235,99
2021-07-29,MIDDLESEX-LONDON,50-59yrs,66854,341
2021-07-29,NIAGARA REGION,50-59yrs,70296,372
2021-07-29,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,20038,184
2021-07-29,NORTHWESTERN,50-59yrs,11842,92
2021-07-29,PEEL REGION,50-59yrs,217659,730
2021-07-29,PETERBOROUGH COUNTY-CITY,50-59yrs,20821,133
2021-07-29,PORCUPINE,50-59yrs,11988,74
2021-07-29,RENFREW COUNTY AND DISTRICT,50-59yrs,15489,73
2021-07-29,SIMCOE MUSKOKA DISTRICT,50-59yrs,92219,867
2021-07-29,SOUTHWESTERN,50-59yrs,29933,302
2021-07-29,SUDBURY AND DISTRICT,50-59yrs,28981,229
2021-07-29,THUNDER BAY DISTRICT,50-59yrs,20955,113
2021-07-29,TIMISKAMING,50-59yrs,4828,15
2021-07-29,TORONTO,50-59yrs,394894,1628
2021-07-29,WATERLOO REGION,50-59yrs,78016,1623
2021-07-29,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,44023,117
2021-07-29,WINDSOR-ESSEX COUNTY,50-59yrs,60800,184
2021-07-29,YORK REGION,50-59yrs,180487,674
2021-07-29,ALGOMA DISTRICT,60-69yrs,18604,64
2021-07-29,BRANT COUNTY,60-69yrs,19812,47
2021-07-29,CHATHAM-KENT,60-69yrs,15770,195
2021-07-29,CITY OF HAMILTON,60-69yrs,72258,387
2021-07-29,CITY OF OTTAWA,60-69yrs,118913,302
2021-07-29,DURHAM REGION,60-69yrs,83972,469
2021-07-29,EASTERN ONTARIO,60-69yrs,31360,417
2021-07-29,GREY BRUCE,60-69yrs,27440,58
2021-07-29,HALDIMAND-NORFOLK,60-69yrs,18117,47
2021-07-29,HALIBURTON KAWARTHA PINE RIDGE,60-69yrs,32828,207
2021-07-29,HALTON REGION,60-69yrs,64619,473
2021-07-29,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,26203,261
2021-07-29,HURON PERTH,60-69yrs,19835,161
2021-07-29,KINGSTON FRONTENAC LENNOX & ADDINGTON,60-69yrs,28261,115
2021-07-29,LAMBTON COUNTY,60-69yrs,20502,170
2021-07-29,LEEDS GRENVILLE AND LANARK DISTRICT,60-69yrs,28428,128
2021-07-29,MIDDLESEX-LONDON,60-69yrs,60813,228
2021-07-29,NIAGARA REGION,60-69yrs,66878,380
2021-07-29,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,20502,202
2021-07-29,NORTHWESTERN,60-69yrs,11530,51
2021-07-29,PEEL REGION,60-69yrs,167934,569
2021-07-29,PETERBOROUGH COUNTY-CITY,60-69yrs,22051,79
2021-07-29,PORCUPINE,60-69yrs,12077,43
2021-07-29,RENFREW COUNTY AND DISTRICT,60-69yrs,15644,70
2021-07-29,SIMCOE MUSKOKA DISTRICT,60-69yrs,79793,806
2021-07-29,SOUTHWESTERN,60-69yrs,27383,281
2021-07-29,SUDBURY AND DISTRICT,60-69yrs,28512,139
2021-07-29,THUNDER BAY DISTRICT,60-69yrs,22248,98
2021-07-29,TIMISKAMING,60-69yrs,5410,23
2021-07-29,TORONTO,60-69yrs,327676,1086
2021-07-29,WATERLOO REGION,60-69yrs,64550,1189
2021-07-29,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,37194,15
2021-07-29,WINDSOR-ESSEX COUNTY,60-69yrs,54082,74
2021-07-29,YORK REGION,60-69yrs,143847,564
2021-07-29,ALGOMA DISTRICT,70-79yrs,12699,31
2021-07-29,BRANT COUNTY,70-79yrs,12716,16
2021-07-29,CHATHAM-KENT,70-79yrs,10558,85
2021-07-29,CITY OF HAMILTON,70-79yrs,45295,189
2021-07-29,CITY OF OTTAWA,70-79yrs,75781,144
2021-07-29,DURHAM REGION,70-79yrs,50080,183
2021-07-29,EASTERN ONTARIO,70-79yrs,20776,215
2021-07-29,GREY BRUCE,70-79yrs,19403,19
2021-07-29,HALDIMAND-NORFOLK,70-79yrs,11809,13
2021-07-29,HALIBURTON KAWARTHA PINE RIDGE,70-79yrs,24747,129
2021-07-29,HALTON REGION,70-79yrs,43839,275
2021-07-29,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18608,127
2021-07-29,HURON PERTH,70-79yrs,13697,20
2021-07-29,KINGSTON FRONTENAC LENNOX & ADDINGTON,70-79yrs,19981,105
2021-07-29,LAMBTON COUNTY,70-79yrs,13758,84
2021-07-29,LEEDS GRENVILLE AND LANARK DISTRICT,70-79yrs,20048,87
2021-07-29,MIDDLESEX-LONDON,70-79yrs,40094,156
2021-07-29,NIAGARA REGION,70-79yrs,48175,264
2021-07-29,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,14235,71
2021-07-29,NORTHWESTERN,70-79yrs,6718,32
2021-07-29,PEEL REGION,70-79yrs,102369,251
2021-07-29,PETERBOROUGH COUNTY-CITY,70-79yrs,15695,43
2021-07-29,PORCUPINE,70-79yrs,6754,18
2021-07-29,RENFREW COUNTY AND DISTRICT,70-79yrs,10814,38
2021-07-29,SIMCOE MUSKOKA DISTRICT,70-79yrs,54104,325
2021-07-29,SOUTHWESTERN,70-79yrs,18637,136
2021-07-29,SUDBURY AND DISTRICT,70-79yrs,18552,36
2021-07-29,THUNDER BAY DISTRICT,70-79yrs,13660,43
2021-07-29,TIMISKAMING,70-79yrs,3541,11
2021-07-29,TORONTO,70-79yrs,202795,832
2021-07-29,WATERLOO REGION,70-79yrs,40380,586
2021-07-29,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23504,31
2021-07-29,WINDSOR-ESSEX COUNTY,70-79yrs,35970,52
2021-07-29,YORK REGION,70-79yrs,90111,269
2021-07-29,ALGOMA DISTRICT,80+,7929,13
2021-07-29,BRANT COUNTY,80+,7044,11
2021-07-29,CHATHAM-KENT,80+,6269,23
2021-07-29,CITY OF HAMILTON,80+,28319,41
2021-07-29,CITY OF OTTAWA,80+,42388,78
2021-07-29,DURHAM REGION,80+,26420,51
2021-07-29,EASTERN ONTARIO,80+,11219,60
2021-07-29,GREY BRUCE,80+,11147,2
2021-07-29,HALDIMAND-NORFOLK,80+,6382,4
2021-07-29,HALIBURTON KAWARTHA PINE RIDGE,80+,14112,32
2021-07-29,HALTON REGION,80+,25542,87
2021-07-29,HASTINGS & PRINCE EDWARD COUNTIES,80+,10614,24
2021-07-29,HURON PERTH,80+,8279,5
2021-07-29,KINGSTON FRONTENAC LENNOX & ADDINGTON,80+,11314,51
2021-07-29,LAMBTON COUNTY,80+,8068,25
2021-07-29,LEEDS GRENVILLE AND LANARK DISTRICT,80+,10669,21
2021-07-29,MIDDLESEX-LONDON,80+,23219,42
2021-07-29,NIAGARA REGION,80+,29120,113
2021-07-29,NORTH BAY PARRY SOUND DISTRICT,80+,7885,23
2021-07-29,NORTHWESTERN,80+,3618,7
2021-07-29,PEEL REGION,80+,50535,62
2021-07-29,PETERBOROUGH COUNTY-CITY,80+,9476,28
2021-07-29,PORCUPINE,80+,3632,4
2021-07-29,RENFREW COUNTY AND DISTRICT,80+,6453,12
2021-07-29,SIMCOE MUSKOKA DISTRICT,80+,30142,79
2021-07-29,SOUTHWESTERN,80+,10908,51
2021-07-29,SUDBURY AND DISTRICT,80+,10028,33
2021-07-29,THUNDER BAY DISTRICT,80+,7894,19
2021-07-29,TIMISKAMING,80+,1974,5
2021-07-29,TORONTO,80+,144579,357
2021-07-29,WATERLOO REGION,80+,22488,166
2021-07-29,WELLINGTON-DUFFERIN-GUELPH,80+,12749,14
2021-07-29,WINDSOR-ESSEX COUNTY,80+,20462,12
2021-07-29,YORK REGION,80+,48390,82
2021-07-30,ALGOMA DISTRICT,12-17yrs,6504,416
2021-07-30,BRANT COUNTY,12-17yrs,10734,307
2021-07-30,CHATHAM-KENT,12-17yrs,7233,10
2021-07-30,CITY OF HAMILTON,12-17yrs,37018,406
2021-07-30,CITY OF OTTAWA,12-17yrs,66222,836
2021-07-30,DURHAM REGION,12-17yrs,51038,1376
2021-07-30,EASTERN ONTARIO,12-17yrs,13423,290
2021-07-30,GREY BRUCE,12-17yrs,10179,106
2021-07-30,HALDIMAND-NORFOLK,12-17yrs,7138,30
2021-07-30,HALIBURTON KAWARTHA PINE RIDGE,12-17yrs,10093,141
2021-07-30,HALTON REGION,12-17yrs,49248,718
2021-07-30,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,9953,116
2021-07-30,HURON PERTH,12-17yrs,9790,552
2021-07-30,KINGSTON FRONTENAC LENNOX & ADDINGTON,12-17yrs,11803,307
2021-07-30,LAMBTON COUNTY,12-17yrs,8280,266
2021-07-30,LEEDS GRENVILLE AND LANARK DISTRICT,12-17yrs,10477,177
2021-07-30,MIDDLESEX-LONDON,12-17yrs,31735,598
2021-07-30,NIAGARA REGION,12-17yrs,28353,546
2021-07-30,NORTH BAY PARRY SOUND DISTRICT,12-17yrs,7244,138
2021-07-30,NORTHWESTERN,12-17yrs,6670,68
2021-07-30,PEEL REGION,12-17yrs,118974,1149
2021-07-30,PETERBOROUGH COUNTY-CITY,12-17yrs,8041,125
2021-07-30,PORCUPINE,12-17yrs,5754,15
2021-07-30,RENFREW COUNTY AND DISTRICT,12-17yrs,6329,109
2021-07-30,SIMCOE MUSKOKA DISTRICT,12-17yrs,37614,513
2021-07-30,SOUTHWESTERN,12-17yrs,15337,188
2021-07-30,SUDBURY AND DISTRICT,12-17yrs,11889,250
2021-07-30,THUNDER BAY DISTRICT,12-17yrs,9043,134
2021-07-30,TIMISKAMING,12-17yrs,1897,14
2021-07-30,TORONTO,12-17yrs,162546,1612
2021-07-30,WATERLOO REGION,12-17yrs,40049,641
2021-07-30,WELLINGTON-DUFFERIN-GUELPH,12-17yrs,21168,491
2021-07-30,WINDSOR-ESSEX COUNTY,12-17yrs,29770,317
2021-07-30,YORK REGION,12-17yrs,89973,909
2021-07-30,ALGOMA DISTRICT,18-29yrs,15509,367
2021-07-30,BRANT COUNTY,18-29yrs,24059,150
2021-07-30,CHATHAM-KENT,18-29yrs,14984,90
2021-07-30,CITY OF HAMILTON,18-29yrs,100237,584
2021-07-30,CITY OF OTTAWA,18-29yrs,186587,977
2021-07-30,DURHAM REGION,18-29yrs,114063,1000
2021-07-30,EASTERN ONTARIO,18-29yrs,27830,369
2021-07-30,GREY BRUCE,18-29yrs,22126,163
2021-07-30,HALDIMAND-NORFOLK,18-29yrs,15900,32
